id,name_wikitag,ppg,ppg_id,start_date,end_date,landtag_state_abb,electoralperiod
/wiki/Wolfgang_Sch%C3%A4fer_(Politiker)-rp-12,/wiki/Wolfgang_Sch%C3%A4fer_(Politiker),SPD,SPD,1991-05-28,1996-05-19,rp,12
/wiki/Rudolf_Scharping-rp-12,/wiki/Rudolf_Scharping,SPD,SPD,1991-05-21,1994-11-06,rp,12
/wiki/Dieter_Schiffmann-rp-12,/wiki/Dieter_Schiffmann,SPD,SPD,1991-05-21,1996-05-19,rp,12
"/wiki/Gerhard_Schmidt_(Politiker,_1940)-rp-12","/wiki/Gerhard_Schmidt_(Politiker,_1940)",SPD,SPD,1991-05-21,1996-05-19,rp,12
"/wiki/Ulla_Schmidt_(Politikerin,_1942)-rp-12","/wiki/Ulla_Schmidt_(Politikerin,_1942)",CDU,CDU,1992-10-01,1996-05-19,rp,12
/wiki/Willi_Schmidt_(Politiker)-rp-12,/wiki/Willi_Schmidt_(Politiker),SPD,SPD,1991-05-21,1996-05-19,rp,12
/wiki/Dieter_Schmitt_(Politiker)-rp-12,/wiki/Dieter_Schmitt_(Politiker),CDU,CDU,1991-05-21,1996-05-19,rp,12
/wiki/Helma_Schmitt-rp-12,/wiki/Helma_Schmitt,CDU,CDU,1991-05-21,1995-02-28,rp,12
/wiki/Georg_Adolf_Schnarr-rp-12,/wiki/Georg_Adolf_Schnarr,CDU,CDU,1991-05-21,1996-05-19,rp,12
/wiki/Ingrid_Schneider_(Politikerin)-rp-12,/wiki/Ingrid_Schneider_(Politikerin),SPD,SPD,1991-05-21,1996-05-19,rp,12
/wiki/Herbert_Schneiders-rp-12,/wiki/Herbert_Schneiders,CDU,CDU,1991-05-21,1996-05-19,rp,12
/wiki/Leo_Sch%C3%B6nberg-rp-12,/wiki/Leo_Sch%C3%B6nberg,CDU,CDU,1991-05-21,1996-05-19,rp,12
/wiki/Peter_Schuler-rp-12,/wiki/Peter_Schuler,CDU,CDU,1991-05-21,1996-05-19,rp,12
/wiki/Norbert_Sch%C3%BCler-rp-12,/wiki/Norbert_Sch%C3%BCler,CDU,CDU,1994-11-09,1996-05-19,rp,12
/wiki/Franz_Schwarz_(Politiker)-rp-12,/wiki/Franz_Schwarz_(Politiker),SPD,SPD,1991-05-21,1996-05-19,rp,12
/wiki/Harald_Schweitzer-rp-12,/wiki/Harald_Schweitzer,SPD,SPD,1991-05-21,1996-05-19,rp,12
/wiki/Wilhelm_Josef_Sebastian-rp-12,/wiki/Wilhelm_Josef_Sebastian,CDU,CDU,1991-05-21,1994-11-08,rp,12
/wiki/Manfred_Seibel-rp-12,/wiki/Manfred_Seibel,Grüne,GRÜNE,1991-05-21,1996-05-19,rp,12
/wiki/Gottlieb_Spies-rp-12,/wiki/Gottlieb_Spies,SPD,SPD,1991-05-21,1996-05-19,rp,12
/wiki/Anne_Spurzem-rp-12,/wiki/Anne_Spurzem,SPD,SPD,1991-05-21,1996-05-19,rp,12
