"","id","name.wikitag","fraction","fraction.id","start.date","end.date","landtag.state.abb","electoralperiod"
"HE.1","/wiki/Gisela_Babel-he-12","/wiki/Gisela_Babel","FDP","FDP",1987-04-23,1990-12-17,"he",12
"HE.2","/wiki/Georg_Badeck-he-12","/wiki/Georg_Badeck","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.3","/wiki/Gerhard_Becker_(Politiker)-he-12","/wiki/Gerhard_Becker_(Politiker)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.4","/wiki/G%C3%BCnther_Becker_(Politiker)-he-12","/wiki/G%C3%BCnther_Becker_(Politiker)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.5","/wiki/Frank_Gustav_Beucker-he-12","/wiki/Frank_Gustav_Beucker","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.6","/wiki/Iris_Blaul-he-12","/wiki/Iris_Blaul","Die Grünen","GRÜNE",1987-04-23,1991-04-04,"he",12
"HE.7","/wiki/Horst_B%C3%B6kemeier-he-12","/wiki/Horst_B%C3%B6kemeier","SPD","SPD",1987-04-23,1989-07-15,"he",12
"HE.8","/wiki/Hans_Christoph_Boppel-he-12","/wiki/Hans_Christoph_Boppel","Die Grünen","GRÜNE",1987-04-23,1989-11-14,"he",12
"HE.9","/wiki/Anita_Breithaupt-he-12","/wiki/Anita_Breithaupt","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.10","/wiki/Werner_Breitwieser-he-12","/wiki/Werner_Breitwieser","CDU","CDU",1989-09-11,1991-04-04,"he",12
"HE.11","/wiki/Leonhard_Brockmann-he-12","/wiki/Leonhard_Brockmann","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.12","/wiki/Armin_Clauss-he-12","/wiki/Armin_Clauss","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.13","/wiki/Gerhard_Dann-he-12","/wiki/Gerhard_Dann","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.14","/wiki/Heide_Degen-he-12","/wiki/Heide_Degen","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.15","/wiki/Claus_Demke-he-12","/wiki/Claus_Demke","CDU","CDU",1987-04-23,1988-09-29,"he",12
"HE.16","/wiki/J%C3%BCrgen_Dieter-he-12","/wiki/J%C3%BCrgen_Dieter","SPD","SPD",1989-07-25,1991-04-04,"he",12
"HE.17","/wiki/Karl-Heinz_Ernst-he-12","/wiki/Karl-Heinz_Ernst","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.18","/wiki/Dieter_Fischer_(Politiker)-he-12","/wiki/Dieter_Fischer_(Politiker)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.19","/wiki/Joschka_Fischer-he-12","/wiki/Joschka_Fischer","Die Grünen","GRÜNE",1987-04-23,1991-04-04,"he",12
"HE.20","/wiki/Heinz_Fraas-he-12","/wiki/Heinz_Fraas","SPD","SPD",1987-04-23,1989-07-10,"he",12
"HE.21","/wiki/Rudolf_Friedrich_(Politiker,_1936)-he-12","/wiki/Rudolf_Friedrich_(Politiker,_1936)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.22","/wiki/Wolfgang_Gerhardt-he-12","/wiki/Wolfgang_Gerhardt","FDP","FDP",1987-04-23,1987-04-27,"he",12
"HE.23","/wiki/Alfons_Gerling-he-12","/wiki/Alfons_Gerling","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.24","/wiki/Otti_Geschka-he-12","/wiki/Otti_Geschka","CDU","CDU",1987-04-23,1987-04-27,"he",12
"HE.25","/wiki/Willi_G%C3%B6rlach-he-12","/wiki/Willi_G%C3%B6rlach","SPD","SPD",1987-04-23,1989-07-24,"he",12
"HE.26","/wiki/Christoph_Greiff-he-12","/wiki/Christoph_Greiff","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.27","/wiki/Wolfgang_Greilich-he-12","/wiki/Wolfgang_Greilich","FDP","FDP",1990-12-18,1991-04-04,"he",12
"HE.28","/wiki/Herbert_G%C3%BCnther_(Politiker)-he-12","/wiki/Herbert_G%C3%BCnther_(Politiker)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.29","/wiki/J%C3%B6rg-Uwe_Hahn-he-12","/wiki/J%C3%B6rg-Uwe_Hahn","FDP","FDP",1987-04-23,1991-04-04,"he",12
"HE.30","/wiki/Bernd_Hamer-he-12","/wiki/Bernd_Hamer","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.31","/wiki/Peter_Hartherz-he-12","/wiki/Peter_Hartherz","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.32","/wiki/Hans_Heimerl-he-12","/wiki/Hans_Heimerl","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.33","/wiki/R%C3%BCdiger_Hermanns-he-12","/wiki/R%C3%BCdiger_Hermanns","CDU","CDU",1988-09-30,1991-04-04,"he",12
"HE.34","/wiki/Friedrich_Karl_Hertle-he-12","/wiki/Friedrich_Karl_Hertle","Die Grünen","GRÜNE",1987-04-23,1991-04-04,"he",12
"HE.35","/wiki/Wolfgang_von_Heusinger-he-12","/wiki/Wolfgang_von_Heusinger","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.36","/wiki/Hans-J%C3%BCrgen_Hielscher-he-12","/wiki/Hans-J%C3%BCrgen_Hielscher","FDP","FDP",1987-04-23,1991-04-04,"he",12
"HE.37","/wiki/Rudolf_Hilfenhaus-he-12","/wiki/Rudolf_Hilfenhaus","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.38","/wiki/Priska_Hinz-he-12","/wiki/Priska_Hinz","Die Grünen","GRÜNE",1987-04-23,1989-09-28,"he",12
"HE.39","/wiki/Christel_Hoffmann_(Politikerin)-he-12","/wiki/Christel_Hoffmann_(Politikerin)","SPD","SPD",1989-07-11,1991-04-04,"he",12
"HE.40","/wiki/Heiner_Hofsommer-he-12","/wiki/Heiner_Hofsommer","CDU","CDU",1990-11-20,1991-04-04,"he",12
"HE.42","/wiki/Hartmut_Holzapfel-he-12","/wiki/Hartmut_Holzapfel","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.43","/wiki/Wolfgang_Ibel-he-12","/wiki/Wolfgang_Ibel","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.44","/wiki/Hans-J%C3%BCrgen_Irmer-he-12","/wiki/Hans-J%C3%BCrgen_Irmer","CDU","CDU",1990-11-20,1991-04-04,"he",12
"HE.45","/wiki/Hans-Joachim_Jentsch-he-12","/wiki/Hans-Joachim_Jentsch","CDU","CDU",1987-04-23,1990-11-19,"he",12
"HE.46","/wiki/Franz_Josef_Jung-he-12","/wiki/Franz_Josef_Jung","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.47","/wiki/Reinhard_Kahl_(Politiker)-he-12","/wiki/Reinhard_Kahl_(Politiker)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.48","/wiki/Manfred_Kanther-he-12","/wiki/Manfred_Kanther","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.49","/wiki/Heiner_Kappel-he-12","/wiki/Heiner_Kappel","FDP","FDP",1987-04-23,1991-04-04,"he",12
"HE.50","/wiki/Norbert_Kartmann-he-12","/wiki/Norbert_Kartmann","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.51","/wiki/Fritz_Kersten-he-12","/wiki/Fritz_Kersten","FDP","FDP",1989-09-01,1991-04-04,"he",12
"HE.52","/wiki/Veronika_Winterstein-he-12","/wiki/Veronika_Winterstein","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.53","/wiki/Lothar_Klemm-he-12","/wiki/Lothar_Klemm","SPD","SPD",1987-10-20,1991-04-04,"he",12
"HE.54","/wiki/Roland_Koch-he-12","/wiki/Roland_Koch","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.55","/wiki/Walter_Korn_(Politiker)-he-12","/wiki/Walter_Korn_(Politiker)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.56","/wiki/Angela_Korwisi-he-12","/wiki/Angela_Korwisi","Die Grünen","GRÜNE",1987-04-23,1991-04-04,"he",12
"HE.57","/wiki/Hans_Krollmann-he-12","/wiki/Hans_Krollmann","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.58","/wiki/Karl_G%C3%BCnther_Kronawitter-he-12","/wiki/Karl_G%C3%BCnther_Kronawitter","SPD","SPD",1987-04-23,1989-04-30,"he",12
"HE.59","/wiki/Wilhelm_K%C3%BCchler_(Politiker,_1936)-he-12","/wiki/Wilhelm_K%C3%BCchler_(Politiker,_1936)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.60","/wiki/Matthias_Kurth-he-12","/wiki/Matthias_Kurth","SPD","SPD",1987-09-01,1991-04-04,"he",12
"HE.61","/wiki/Erwin_Lang_(Politiker)-he-12","/wiki/Erwin_Lang_(Politiker)","SPD","SPD",1987-04-23,1988-07-31,"he",12
"HE.62","/wiki/Heinrich_Lauterbach_(Politiker)-he-12","/wiki/Heinrich_Lauterbach_(Politiker)","CDU","CDU",1987-04-23,1987-04-27,"he",12
"HE.63","/wiki/Martina_Leistenschneider-he-12","/wiki/Martina_Leistenschneider","CDU","CDU",1989-01-07,1991-04-04,"he",12
"HE.64","/wiki/Jochen_Lengemann-he-12","/wiki/Jochen_Lengemann","CDU","CDU",1987-04-23,1990-11-19,"he",12
"HE.65","/wiki/Aloys_Lenz_(Politiker,_1943)-he-12","/wiki/Aloys_Lenz_(Politiker,_1943)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.66","/wiki/Helmut_Lenz_(Politiker)-he-12","/wiki/Helmut_Lenz_(Politiker)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.67","/wiki/Frank_Lortz-he-12","/wiki/Frank_Lortz","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.68","/wiki/Gert_L%C3%BCtgert-he-12","/wiki/Gert_L%C3%BCtgert","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.69","/wiki/J%C3%BCrgen_May_(Politiker)-he-12","/wiki/J%C3%BCrgen_May_(Politiker)","SPD","SPD",1988-08-02,1991-04-04,"he",12
"HE.70","/wiki/Dietrich_Meister-he-12","/wiki/Dietrich_Meister","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.71","/wiki/Gottfried_Milde_senior-he-12","/wiki/Gottfried_Milde_senior","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.72","/wiki/Dietrich_M%C3%B6ller_(Politiker)-he-12","/wiki/Dietrich_M%C3%B6ller_(Politiker)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.73","/wiki/Klaus_Peter_M%C3%B6ller_(Politiker,_1937)-he-12","/wiki/Klaus_Peter_M%C3%B6ller_(Politiker,_1937)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.74","/wiki/Rolf_M%C3%BCller_(Politiker)-he-12","/wiki/Rolf_M%C3%BCller_(Politiker)","CDU","CDU",1987-04-23,1988-12-31,"he",12
"HE.75","/wiki/Wolfgang_M%C3%BCller_(Politiker)-he-12","/wiki/Wolfgang_M%C3%BCller_(Politiker)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.76","/wiki/Hartmut_Nassauer-he-12","/wiki/Hartmut_Nassauer","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.77","/wiki/Siegbert_Ortmann-he-12","/wiki/Siegbert_Ortmann","CDU","CDU",1987-04-28,1991-04-04,"he",12
"HE.78","/wiki/Werner_Osypka-he-12","/wiki/Werner_Osypka","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.79","/wiki/Sieghard_Pawlik-he-12","/wiki/Sieghard_Pawlik","SPD","SPD",1989-05-02,1991-04-04,"he",12
"HE.80","/wiki/Dirk_Pfeil-he-12","/wiki/Dirk_Pfeil","FDP","FDP",1987-04-28,1991-04-04,"he",12
"HE.81","/wiki/Rupert_von_Plottnitz-he-12","/wiki/Rupert_von_Plottnitz","Die Grünen","GRÜNE",1987-04-23,1991-04-04,"he",12
"HE.82","/wiki/Dieter_Posch-he-12","/wiki/Dieter_Posch","FDP","FDP",1987-04-28,1991-04-04,"he",12
"HE.83","/wiki/Willi_Rausch-he-12","/wiki/Willi_Rausch","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.84","/wiki/Herbert_Reeh-he-12","/wiki/Herbert_Reeh","Die Grünen","GRÜNE",1987-04-23,1991-04-04,"he",12
"HE.85","/wiki/Clemens_Reif-he-12","/wiki/Clemens_Reif","CDU","CDU",1987-04-27,1991-04-04,"he",12
"HE.86","/wiki/Heribert_Reitz-he-12","/wiki/Heribert_Reitz","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.87","/wiki/Ulrike_Riedel-he-12","/wiki/Ulrike_Riedel","Die Grünen","GRÜNE",1989-09-28,1991-04-04,"he",12
"HE.88","/wiki/Winfried_Rippert-he-12","/wiki/Winfried_Rippert","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.89","/wiki/Karl_Hermann_Ritter-he-12","/wiki/Karl_Hermann_Ritter","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.90","/wiki/Petra_Roth-he-12","/wiki/Petra_Roth","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.91","/wiki/Roland_R%C3%B6sler-he-12","/wiki/Roland_R%C3%B6sler","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.92","/wiki/Vera_R%C3%BCdiger-he-12","/wiki/Vera_R%C3%BCdiger","SPD","SPD",1987-04-23,1987-10-14,"he",12
"HE.93","/wiki/Martin_Schlappner_(Politiker)-he-12","/wiki/Martin_Schlappner_(Politiker)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.94","/wiki/Bernd_Schleicher-he-12","/wiki/Bernd_Schleicher","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.95","/wiki/Udo_Schlitzberger-he-12","/wiki/Udo_Schlitzberger","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.96","/wiki/Alfred_Schmidt_(Politiker,_1938)-he-12","/wiki/Alfred_Schmidt_(Politiker,_1938)","FDP","FDP",1987-04-23,1987-04-27,"he",12
"HE.97","/wiki/Karin_Schmidt_(Politikerin,_1939)-he-12","/wiki/Karin_Schmidt_(Politikerin,_1939)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.98","/wiki/Karl-Heinz_Schmidt_(Politiker)-he-12","/wiki/Karl-Heinz_Schmidt_(Politiker)","SPD","SPD",1989-07-17,1991-04-04,"he",12
"HE.99","/wiki/Karl_Schnabel-he-12","/wiki/Karl_Schnabel","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.100","/wiki/Herbert_Schneider_(Politiker,_1942)-he-12","/wiki/Herbert_Schneider_(Politiker,_1942)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.101","/wiki/Karl_Schneider_(Politiker,_1934)-he-12","/wiki/Karl_Schneider_(Politiker,_1934)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.102","/wiki/Hermann_Schoppe-he-12","/wiki/Hermann_Schoppe","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.103","/wiki/Hans-Joachim_Schulze_(Politiker)-he-12","/wiki/Hans-Joachim_Schulze_(Politiker)","CDU","CDU",1987-04-28,1991-04-04,"he",12
"HE.104","/wiki/G%C3%BCnter_Simon_(Politiker)-he-12","/wiki/G%C3%BCnter_Simon_(Politiker)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.105","/wiki/Irene_Soltwedel-he-12","/wiki/Irene_Soltwedel","Die Grünen","GRÜNE",1987-04-23,1991-04-04,"he",12
"HE.106","/wiki/Arnold_Spruck-he-12","/wiki/Arnold_Spruck","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.107","/wiki/Reinhold_Stanitzek-he-12","/wiki/Reinhold_Stanitzek","CDU","CDU",1987-04-23,1987-04-27,"he",12
"HE.108","/wiki/Karl_Starzacher_(Politiker)-he-12","/wiki/Karl_Starzacher_(Politiker)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.109","/wiki/Ulrich_Steger-he-12","/wiki/Ulrich_Steger","SPD","SPD",1987-04-23,1987-09-01,"he",12
"HE.110","/wiki/Horst_Strecker-he-12","/wiki/Horst_Strecker","CDU","CDU",1987-04-23,1989-09-11,"he",12
"HE.111","/wiki/Haidi_Streletz-he-12","/wiki/Haidi_Streletz","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.112","/wiki/Georg_Sturmowski-he-12","/wiki/Georg_Sturmowski","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.113","/wiki/Walter_Troeltsch_(Politiker)-he-12","/wiki/Walter_Troeltsch_(Politiker)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.114","/wiki/Inge_Velte-he-12","/wiki/Inge_Velte","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.115","/wiki/Lisa_Vollmer-he-12","/wiki/Lisa_Vollmer","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.116","/wiki/Erika_Wagner_(Politikerin)-he-12","/wiki/Erika_Wagner_(Politikerin)","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.117","/wiki/Ernst-Ludwig_Wagner-he-12","/wiki/Ernst-Ludwig_Wagner","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.118","/wiki/Ruth_Wagner-he-12","/wiki/Ruth_Wagner","FDP","FDP",1987-04-23,1991-04-04,"he",12
"HE.119","/wiki/Daniela_Wagner-he-12","/wiki/Daniela_Wagner","Die Grünen","GRÜNE",1987-04-23,1991-04-04,"he",12
"HE.120","/wiki/Walter_Wallmann-he-12","/wiki/Walter_Wallmann","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.121","/wiki/Josef_Weber_(Politiker,_1935)-he-12","/wiki/Josef_Weber_(Politiker,_1935)","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.122","/wiki/Eberhard_Weghorn-he-12","/wiki/Eberhard_Weghorn","FDP","FDP",1987-04-23,1991-04-04,"he",12
"HE.123","/wiki/Kurt_Weidmann-he-12","/wiki/Kurt_Weidmann","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.124","/wiki/Karlheinz_Weimar-he-12","/wiki/Karlheinz_Weimar","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.125","/wiki/Gerald_Wei%C3%9F_(Politiker)-he-12","/wiki/Gerald_Wei%C3%9F_(Politiker)","CDU","CDU",1987-04-23,1987-04-27,"he",12
"HE.126","/wiki/Reinhold_Weist-he-12","/wiki/Reinhold_Weist","Die Grünen","GRÜNE",1989-11-15,1991-04-04,"he",12
"HE.127","/wiki/Ernst_Welteke-he-12","/wiki/Ernst_Welteke","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.128","/wiki/Gerhard_Wenderoth-he-12","/wiki/Gerhard_Wenderoth","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.129","/wiki/Otto_Wilke_(Politiker)-he-12","/wiki/Otto_Wilke_(Politiker)","FDP","FDP",1987-04-23,1991-04-04,"he",12
"HE.130","/wiki/Wolfgang_Windfuhr-he-12","/wiki/Wolfgang_Windfuhr","CDU","CDU",1987-04-23,1991-04-04,"he",12
"HE.131","/wiki/Horst_Winterstein-he-12","/wiki/Horst_Winterstein","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.132","/wiki/G%C3%BCnter_Zabel-he-12","/wiki/G%C3%BCnter_Zabel","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.133","/wiki/Jochen_Zwecker-he-12","/wiki/Jochen_Zwecker","SPD","SPD",1987-04-23,1991-04-04,"he",12
"HE.134","/wiki/Georg_Badeck-he-13","/wiki/Georg_Badeck","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.135","/wiki/Ronald_Battenhausen-he-13","/wiki/Ronald_Battenhausen","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.136","/wiki/Gerhard_Becker_(Politiker)-he-13","/wiki/Gerhard_Becker_(Politiker)","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.137","/wiki/G%C3%BCnther_Becker_(Politiker)-he-13","/wiki/G%C3%BCnther_Becker_(Politiker)","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.138","/wiki/Frank_Gustav_Beucker-he-13","/wiki/Frank_Gustav_Beucker","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.139","/wiki/Iris_Blaul-he-13","/wiki/Iris_Blaul","Die Grünen","GRÜNE",1991-04-05,1991-04-08,"he",13
"HE.140","/wiki/Volker_Bouffier-he-13","/wiki/Volker_Bouffier","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.141","/wiki/Anita_Breithaupt-he-13","/wiki/Anita_Breithaupt","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.142","/wiki/Werner_Breitwieser-he-13","/wiki/Werner_Breitwieser","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.143","/wiki/Leonhard_Brockmann-he-13","/wiki/Leonhard_Brockmann","CDU","CDU",1992-09-01,1995-04-04,"he",13
"HE.144","/wiki/Uwe_Br%C3%BCckmann-he-13","/wiki/Uwe_Br%C3%BCckmann","CDU","CDU",1994-02-18,1995-04-04,"he",13
"HE.145","/wiki/Hans_Burggraf-he-13","/wiki/Hans_Burggraf","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.146","/wiki/Horst_Burghardt-he-13","/wiki/Horst_Burghardt","Die Grünen","GRÜNE",1991-04-08,1995-04-04,"he",13
"HE.147","/wiki/Armin_Clauss-he-13","/wiki/Armin_Clauss","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.148","/wiki/Heide_Degen-he-13","/wiki/Heide_Degen","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.149","/wiki/J%C3%BCrgen_Dieter-he-13","/wiki/J%C3%BCrgen_Dieter","SPD","SPD",1991-04-05,1994-03-31,"he",13
"HE.150","/wiki/Karl_D%C3%B6rr_(Politiker)-he-13","/wiki/Karl_D%C3%B6rr_(Politiker)","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.151","/wiki/Karl-Heinz_D%C3%B6rrie-he-13","/wiki/Karl-Heinz_D%C3%B6rrie","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.152","/wiki/Hans_Eichel-he-13","/wiki/Hans_Eichel","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.153","/wiki/Karl-Heinz_Ernst-he-13","/wiki/Karl-Heinz_Ernst","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.154","/wiki/Dieter_Fischer_(Politiker)-he-13","/wiki/Dieter_Fischer_(Politiker)","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.155","/wiki/Joschka_Fischer-he-13","/wiki/Joschka_Fischer","Die Grünen","GRÜNE",1991-04-05,1991-04-08,"he",13
"HE.156","/wiki/Erika_Fleuren-he-13","/wiki/Erika_Fleuren","SPD","SPD",1994-01-26,1995-04-04,"he",13
"HE.157","/wiki/Rudolf_Friedrich_(Politiker,_1936)-he-13","/wiki/Rudolf_Friedrich_(Politiker,_1936)","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.158","/wiki/J%C3%BCrgen_Fr%C3%B6mmrich-he-13","/wiki/J%C3%BCrgen_Fr%C3%B6mmrich","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.159","/wiki/Petra_Fuhrmann-he-13","/wiki/Petra_Fuhrmann","SPD","SPD",1994-04-01,1995-04-04,"he",13
"HE.160","/wiki/Wolfgang_Gerhardt-he-13","/wiki/Wolfgang_Gerhardt","FDP","FDP",1991-04-05,1994-11-11,"he",13
"HE.161","/wiki/Alfons_Gerling-he-13","/wiki/Alfons_Gerling","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.162","/wiki/Otti_Geschka-he-13","/wiki/Otti_Geschka","CDU","CDU",1991-04-05,1993-11-01,"he",13
"HE.163","/wiki/Christoph_Greiff-he-13","/wiki/Christoph_Greiff","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.164","/wiki/Herbert_G%C3%BCnther_(Politiker)-he-13","/wiki/Herbert_G%C3%BCnther_(Politiker)","SPD","SPD",1991-04-05,1994-07-11,"he",13
"HE.165","/wiki/Almut_Gwiasda-he-13","/wiki/Almut_Gwiasda","SPD","SPD",1994-07-12,1995-04-04,"he",13
"HE.166","/wiki/Karin_Hagemann-he-13","/wiki/Karin_Hagemann","Die Grünen","GRÜNE",1991-04-08,1995-04-04,"he",13
"HE.167","/wiki/J%C3%B6rg-Uwe_Hahn-he-13","/wiki/J%C3%B6rg-Uwe_Hahn","FDP","FDP",1991-04-05,1995-04-04,"he",13
"HE.168","/wiki/Bernd_Hamer-he-13","/wiki/Bernd_Hamer","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.169","/wiki/Peter_Hartherz-he-13","/wiki/Peter_Hartherz","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.170","/wiki/Rudolf_Haselbach-he-13","/wiki/Rudolf_Haselbach","CDU","CDU",1992-12-03,1995-04-04,"he",13
"HE.171","/wiki/Hubert_Heil-he-13","/wiki/Hubert_Heil","CDU","CDU",1994-07-14,1995-04-04,"he",13
"HE.172","/wiki/R%C3%BCdiger_Hermanns-he-13","/wiki/R%C3%BCdiger_Hermanns","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.173","/wiki/Traudl_Herrhausen-he-13","/wiki/Traudl_Herrhausen","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.174","/wiki/Friedrich_Karl_Hertle-he-13","/wiki/Friedrich_Karl_Hertle","Die Grünen","GRÜNE",1991-04-05,1995-04-04,"he",13
"HE.175","/wiki/Hans-J%C3%BCrgen_Hielscher-he-13","/wiki/Hans-J%C3%BCrgen_Hielscher","FDP","FDP",1991-04-05,1995-04-04,"he",13
"HE.176","/wiki/Silvia_Hillenbrand-he-13","/wiki/Silvia_Hillenbrand","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.177","/wiki/Volker_Hoff-he-13","/wiki/Volker_Hoff","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.178","/wiki/Christel_Hoffmann_(Politikerin)-he-13","/wiki/Christel_Hoffmann_(Politikerin)","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.179","/wiki/Heiner_Hofsommer-he-13","/wiki/Heiner_Hofsommer","CDU","CDU",1993-07-15,1995-04-04,"he",13
"HE.180","/wiki/Hartmut_Holzapfel-he-13","/wiki/Hartmut_Holzapfel","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.181","/wiki/Hans-J%C3%BCrgen_Irmer-he-13","/wiki/Hans-J%C3%BCrgen_Irmer","CDU","CDU",1993-07-05,1995-04-04,"he",13
"HE.182","/wiki/Franz_Josef_Jung-he-13","/wiki/Franz_Josef_Jung","CDU","CDU",1991-04-05,1995-04-04,"he",13
"HE.183","/wiki/Helmut_Jung_(Politiker)-he-13","/wiki/Helmut_Jung_(Politiker)","SPD","SPD",1994-02-07,1995-04-04,"he",13
"HE.184","/wiki/Reinhard_Kahl_(Politiker)-he-13","/wiki/Reinhard_Kahl_(Politiker)","SPD","SPD",1991-04-05,1995-04-04,"he",13
"HE.185","/wiki/Manfred_Kanther-he-13","/wiki/Manfred_Kanther","CDU","CDU",1991-04-05,1993-07-12,"he",13
"HE.186","/wiki/Heiner_Kappel-he-13","/wiki/Heiner_Kappel","FDP","FDP",1991-04-05,1995-04-04,"he",13
"HE.187","/wiki/Norbert_Kartmann-he-13","/wiki/Norbert_Kartmann","CDU","CDU",1991-04-05,1995-04-04,"he",13
