"","id","name.wikitag","fraction","fraction.id","start.date","end.date","landtag.state.abb","electoralperiod"
"BB.1","/wiki/Klaus-Dieter_Arlt-bb-1","/wiki/Klaus-Dieter_Arlt","CDU","CDU",1990-10-26,1992-03-11,"bb",1
"BB.2","/wiki/Marga_Beck-bb-1","/wiki/Marga_Beck","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.3","/wiki/Kerstin_Bednarsky-bb-1","/wiki/Kerstin_Bednarsky","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.4","/wiki/Hannelore_Birkholz-bb-1","/wiki/Hannelore_Birkholz","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.5","/wiki/Marianne_Birthler-bb-1","/wiki/Marianne_Birthler","Bündnis 90","GRÜNE",1990-10-26,1992-09-30,"bb",1
"BB.6","/wiki/Wolfgang_Birthler-bb-1","/wiki/Wolfgang_Birthler","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.7","/wiki/Lothar_Bisky-bb-1","/wiki/Lothar_Bisky","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.8","/wiki/Beate_Blechinger-bb-1","/wiki/Beate_Blechinger","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.9","/wiki/Peter_Busch_(Politiker)-bb-1","/wiki/Peter_Busch_(Politiker)","CDU","CDU",1992-01-17,1994-10-10,"bb",1
"BB.10","/wiki/Christel_Dettmann-bb-1","/wiki/Christel_Dettmann","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.11","/wiki/Peter-Michael_Diestel-bb-1","/wiki/Peter-Michael_Diestel","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.12","/wiki/Frank_Dietrich_(Politiker)-bb-1","/wiki/Frank_Dietrich_(Politiker)","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.13","/wiki/Lothar_Englert-bb-1","/wiki/Lothar_Englert","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.14","/wiki/Christel_Fiebiger-bb-1","/wiki/Christel_Fiebiger","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.15","/wiki/Michael_Fischer_(Politiker,_1947)-bb-1","/wiki/Michael_Fischer_(Politiker,_1947)","CDU","CDU",1990-10-26,1991-06-26,"bb",1
"BB.16","/wiki/Heidrun_F%C3%B6rster-bb-1","/wiki/Heidrun_F%C3%B6rster","SPD","SPD",1994-02-08,1994-10-10,"bb",1
"BB.17","/wiki/Joachim_Franck-bb-1","/wiki/Joachim_Franck","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.18","/wiki/Rosemarie_Fuchs-bb-1","/wiki/Rosemarie_Fuchs","FDP","FDP",1990-10-26,1993-06-13,"bb",1
"BB.19","/wiki/Rosemarie_Fuchs-bb-1","/wiki/Rosemarie_Fuchs","fraktionslos","fraktionslos",1993-06-14,1994-10-10,"bb",1
"BB.20","/wiki/Christian_Gilde-bb-1","/wiki/Christian_Gilde","SPD","SPD",1990-10-26,1994-01-31,"bb",1
"BB.21","/wiki/Bernhard_Gonnermann-bb-1","/wiki/Bernhard_Gonnermann","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.22","/wiki/Detlef_Grabert-bb-1","/wiki/Detlef_Grabert","fraktionslos","fraktionslos",1992-11-30,1994-04-12,"bb",1
"BB.23","/wiki/Detlef_Grabert-bb-1","/wiki/Detlef_Grabert","Bündnis 90","GRÜNE",1994-04-13,1994-10-10,"bb",1
"BB.24","/wiki/Fritz_Grunert-bb-1","/wiki/Fritz_Grunert","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.25","/wiki/Martin_Habermann-bb-1","/wiki/Martin_Habermann","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.26","/wiki/Klaus_H%C3%A4%C3%9Fler-bb-1","/wiki/Klaus_H%C3%A4%C3%9Fler","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.27","/wiki/Dieter_Helm-bb-1","/wiki/Dieter_Helm","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.28","/wiki/Regine_Hildebrandt-bb-1","/wiki/Regine_Hildebrandt","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.29","/wiki/Siegfried_Jausch-bb-1","/wiki/Siegfried_Jausch","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.30","/wiki/Gustav_Just-bb-1","/wiki/Gustav_Just","SPD","SPD",1990-10-26,1992-03-11,"bb",1
"BB.31","/wiki/Detlef_Kirchhoff_(Politiker)-bb-1","/wiki/Detlef_Kirchhoff_(Politiker)","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.32","/wiki/Carmen_Kirmes-bb-1","/wiki/Carmen_Kirmes","Bündnis 90","GRÜNE",1990-10-26,1992-09-30,"bb",1
"BB.33","/wiki/Carmen_Kirmes-bb-1","/wiki/Carmen_Kirmes","FDP","FDP",1992-10-01,1994-10-10,"bb",1
"BB.34","/wiki/Peter_Kirm%C3%9Fe-bb-1","/wiki/Peter_Kirm%C3%9Fe","SPD","SPD",1990-10-26,1991-12-19,"bb",1
"BB.35","/wiki/Wolfgang_Klein_(Politiker)-bb-1","/wiki/Wolfgang_Klein_(Politiker)","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.36","/wiki/Lothar_Kliesch-bb-1","/wiki/Lothar_Kliesch","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.37","/wiki/Herbert_Knoblich-bb-1","/wiki/Herbert_Knoblich","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.38","/wiki/Helmut_K%C3%B6hler_(Politiker)-bb-1","/wiki/Helmut_K%C3%B6hler_(Politiker)","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.39","/wiki/Stefan_K%C3%B6rber-bb-1","/wiki/Stefan_K%C3%B6rber","SPD","SPD",1990-10-26,1993-09-20,"bb",1
"BB.40","/wiki/Stefan_K%C3%B6rber-bb-1","/wiki/Stefan_K%C3%B6rber","fraktionslos","fraktionslos",1993-09-21,1994-10-10,"bb",1
"BB.41","/wiki/Karl-Heinz_Kretschmer-bb-1","/wiki/Karl-Heinz_Kretschmer","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.42","/wiki/Klaus-Dietrich_Kr%C3%BCger-bb-1","/wiki/Klaus-Dietrich_Kr%C3%BCger","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.43","/wiki/Andreas_Kuhnert-bb-1","/wiki/Andreas_Kuhnert","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.44","/wiki/Siegfried_Lietzmann-bb-1","/wiki/Siegfried_Lietzmann","FDP","FDP",1990-10-26,1994-10-10,"bb",1
"BB.45","/wiki/Stefan_Ludwig-bb-1","/wiki/Stefan_Ludwig","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.46","/wiki/J%C3%BCrgen_L%C3%BCth-bb-1","/wiki/J%C3%BCrgen_L%C3%BCth","CDU","CDU",1990-10-26,1991-12-19,"bb",1
"BB.47","/wiki/Helmuth_Markov-bb-1","/wiki/Helmuth_Markov","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.48","/wiki/Horst_Maschler-bb-1","/wiki/Horst_Maschler","SPD","SPD",1990-10-26,1992-03-11,"bb",1
"BB.49","/wiki/Rainer_Matthes-bb-1","/wiki/Rainer_Matthes","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.50","/wiki/J%C3%BCrgen_Mei%C3%9Fner_(Politiker)-bb-1","/wiki/J%C3%BCrgen_Mei%C3%9Fner_(Politiker)","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.51","/wiki/Hartmut_Meyer-bb-1","/wiki/Hartmut_Meyer","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.52","/wiki/Karl-Heinz_M%C3%B6ckel-bb-1","/wiki/Karl-Heinz_M%C3%B6ckel","CDU","CDU",1991-07-03,1994-10-10,"bb",1
"BB.53","/wiki/Uta-Brigitte_M%C3%BCller-bb-1","/wiki/Uta-Brigitte_M%C3%BCller","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.54","/wiki/Peter_Muschalla-bb-1","/wiki/Peter_Muschalla","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.55","/wiki/Martin_Neumann_(Politiker,_1956)-bb-1","/wiki/Martin_Neumann_(Politiker,_1956)","FDP","FDP",1990-10-26,1994-10-10,"bb",1
"BB.56","/wiki/G%C3%BCnter_Neumeister-bb-1","/wiki/G%C3%BCnter_Neumeister","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.57","/wiki/Heinz-Dieter_Nieschke-bb-1","/wiki/Heinz-Dieter_Nieschke","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.58","/wiki/G%C3%BCnter_Nooke-bb-1","/wiki/G%C3%BCnter_Nooke","Bündnis 90","GRÜNE",1993-05-15,1994-10-10,"bb",1
"BB.59","/wiki/Reinhard_Orczewski-bb-1","/wiki/Reinhard_Orczewski","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.60","/wiki/Harald_Petzold-bb-1","/wiki/Harald_Petzold","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.61","/wiki/G%C3%B6tz_Piprek-bb-1","/wiki/G%C3%B6tz_Piprek","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.62","/wiki/Matthias_Platzeck-bb-1","/wiki/Matthias_Platzeck","Bündnis 90","GRÜNE",1990-10-26,1992-09-30,"bb",1
"BB.63","/wiki/Wolfgang_Pohl_(Politiker,_1953)-bb-1","/wiki/Wolfgang_Pohl_(Politiker,_1953)","Bündnis 90","GRÜNE",1990-10-26,1994-10-10,"bb",1
"BB.64","/wiki/Henrik_Poller-bb-1","/wiki/Henrik_Poller","Bündnis 90","GRÜNE",1990-10-26,1991-11-28,"bb",1
"BB.65","/wiki/Alfred_Pracht-bb-1","/wiki/Alfred_Pracht","FDP","FDP",1990-10-26,1994-10-10,"bb",1
"BB.66","/wiki/Siegfried_von_Rabenau-bb-1","/wiki/Siegfried_von_Rabenau","SPD","SPD",1992-01-08,1994-10-10,"bb",1
"BB.67","/wiki/Manfred_Rademacher_(Politiker)-bb-1","/wiki/Manfred_Rademacher_(Politiker)","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.68","/wiki/Steffen_Reiche-bb-1","/wiki/Steffen_Reiche","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.69","/wiki/Gerhard_Reinfeld-bb-1","/wiki/Gerhard_Reinfeld","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.70","/wiki/G%C3%BCnter_Rentsch-bb-1","/wiki/G%C3%BCnter_Rentsch","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.71","/wiki/Bernd_Reuter_(Politiker,_1943)-bb-1","/wiki/Bernd_Reuter_(Politiker,_1943)","Bündnis 90","GRÜNE",1990-10-26,1991-09-25,"bb",1
"BB.72","/wiki/Reinhilde_Schildhauer-Gaffrey-bb-1","/wiki/Reinhilde_Schildhauer-Gaffrey","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.73","/wiki/Martina_Schlanke-bb-1","/wiki/Martina_Schlanke","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.74","/wiki/Karl_Schmutzler-bb-1","/wiki/Karl_Schmutzler","CDU","CDU",1992-03-17,1994-10-10,"bb",1
"BB.75","/wiki/Dyrck_Schneidenbach-bb-1","/wiki/Dyrck_Schneidenbach","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.76","/wiki/Renate_Schneider_(Politikerin)-bb-1","/wiki/Renate_Schneider_(Politikerin)","FDP","FDP",1990-10-26,1994-10-10,"bb",1
"BB.77","/wiki/Frank-Michael_Schober-bb-1","/wiki/Frank-Michael_Schober","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.78","/wiki/Peter_Sch%C3%BCler-bb-1","/wiki/Peter_Sch%C3%BCler","Bündnis 90","GRÜNE",1992-10-01,1993-06-30,"bb",1
"BB.79","/wiki/Christoph_Schulze_(Politiker)-bb-1","/wiki/Christoph_Schulze_(Politiker)","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.80","/wiki/Michael_Schumann_(Politiker)-bb-1","/wiki/Michael_Schumann_(Politiker)","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.81","/wiki/Roland_Sessner-bb-1","/wiki/Roland_Sessner","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.82","/wiki/Rainer_Siebert-bb-1","/wiki/Rainer_Siebert","FDP","FDP",1990-10-26,1994-10-10,"bb",1
"BB.83","/wiki/Britta_Stark-bb-1","/wiki/Britta_Stark","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.84","/wiki/Gerlinde_Stobrawa-bb-1","/wiki/Gerlinde_Stobrawa","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.85","/wiki/Manfred_Stolpe-bb-1","/wiki/Manfred_Stolpe","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.86","/wiki/Bodo_Teichmann-bb-1","/wiki/Bodo_Teichmann","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.87","/wiki/Margot_Theben-bb-1","/wiki/Margot_Theben","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.88","/wiki/Gerhard_Thierbach-bb-1","/wiki/Gerhard_Thierbach","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.89","/wiki/Lutz_Thormann_(Politiker)-bb-1","/wiki/Lutz_Thormann_(Politiker)","Bündnis 90","GRÜNE",1991-11-29,1992-11-06,"bb",1
"BB.90","/wiki/Beate_Thrams-bb-1","/wiki/Beate_Thrams","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.91","/wiki/Barbara_Tietze-bb-1","/wiki/Barbara_Tietze","SPD","SPD",1992-04-03,1994-10-10,"bb",1
"BB.92","/wiki/Markus_Vette-bb-1","/wiki/Markus_Vette","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.93","/wiki/Heinz_Vietze-bb-1","/wiki/Heinz_Vietze","PDS-LL","LINKE",1990-10-26,1994-10-10,"bb",1
"BB.94","/wiki/Peter_Wagner_(Politiker)-bb-1","/wiki/Peter_Wagner_(Politiker)","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.95","/wiki/Manfred_Walther-bb-1","/wiki/Manfred_Walther","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.96","/wiki/Frank_Werner_(Politiker)-bb-1","/wiki/Frank_Werner_(Politiker)","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.97","/wiki/Rolf_Wettst%C3%A4dt-bb-1","/wiki/Rolf_Wettst%C3%A4dt","Bündnis 90","GRÜNE",1991-10-15,1994-10-10,"bb",1
"BB.98","/wiki/Karsten_Wiebke-bb-1","/wiki/Karsten_Wiebke","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.99","/wiki/Petra_Wiesner-Holtzmann-bb-1","/wiki/Petra_Wiesner-Holtzmann","CDU","CDU",1990-10-26,1994-10-10,"bb",1
"BB.100","/wiki/Johannes_Winter-bb-1","/wiki/Johannes_Winter","CDU","CDU",1990-10-26,1991-01-27,"bb",1
"BB.101","/wiki/Johannes_Winter-bb-1","/wiki/Johannes_Winter","fraktionslos","fraktionslos",1991-01-28,1994-10-10,"bb",1
"BB.102","/wiki/Jochen_Wolf_(Politiker)-bb-1","/wiki/Jochen_Wolf_(Politiker)","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.103","/wiki/Reinhart_Zarneckow-bb-1","/wiki/Reinhart_Zarneckow","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.104","/wiki/Alwin_Ziel-bb-1","/wiki/Alwin_Ziel","SPD","SPD",1990-10-26,1994-10-10,"bb",1
"BB.105","/wiki/Edwin_Zimmermann-bb-1","/wiki/Edwin_Zimmermann","SPD","SPD",1992-03-19,1994-10-10,"bb",1
"BB.106","/wiki/Uwe_Bartsch-bb-2","/wiki/Uwe_Bartsch","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.107","/wiki/Kerstin_Bednarsky-bb-2","/wiki/Kerstin_Bednarsky","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.108","/wiki/Petra_Bierwirth-bb-2","/wiki/Petra_Bierwirth","SPD","SPD",1994-10-11,1998-10-25,"bb",2
"BB.109","/wiki/Hannelore_Birkholz-bb-2","/wiki/Hannelore_Birkholz","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.110","/wiki/Wolfgang_Birthler-bb-2","/wiki/Wolfgang_Birthler","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.111","/wiki/Lothar_Bisky-bb-2","/wiki/Lothar_Bisky","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.112","/wiki/Ralf_Christoffers-bb-2","/wiki/Ralf_Christoffers","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.113","/wiki/Christel_Dettmann-bb-2","/wiki/Christel_Dettmann","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.114","/wiki/Lothar_Englert-bb-2","/wiki/Lothar_Englert","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.115","/wiki/Petra_Faderl-bb-2","/wiki/Petra_Faderl","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.116","/wiki/Christel_Fiebiger-bb-2","/wiki/Christel_Fiebiger","PDS","LINKE",1994-10-11,1999-07-02,"bb",2
"BB.117","/wiki/Heidrun_F%C3%B6rster-bb-2","/wiki/Heidrun_F%C3%B6rster","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.118","/wiki/Joachim_Franck-bb-2","/wiki/Joachim_Franck","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.119","/wiki/Ulrich_Freese-bb-2","/wiki/Ulrich_Freese","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.120","/wiki/Ingrid_Friese-bb-2","/wiki/Ingrid_Friese","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.121","/wiki/Christian_Gehlsen-bb-2","/wiki/Christian_Gehlsen","PDS","LINKE",1994-10-11,1998-12-31,"bb",2
"BB.122","/wiki/Robert_Gemmel-bb-2","/wiki/Robert_Gemmel","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.123","/wiki/Fred_Gleitsmann-bb-2","/wiki/Fred_Gleitsmann","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.124","/wiki/Cornelia_G%C3%B6decke-bb-2","/wiki/Cornelia_G%C3%B6decke","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.125","/wiki/Bernhard_Gonnermann-bb-2","/wiki/Bernhard_Gonnermann","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.126","/wiki/Martina_Gregor-bb-2","/wiki/Martina_Gregor","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.127","/wiki/Fritz_Grunert-bb-2","/wiki/Fritz_Grunert","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.128","/wiki/Martin_Habermann-bb-2","/wiki/Martin_Habermann","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.129","/wiki/Wolfgang_Hackel-bb-2","/wiki/Wolfgang_Hackel","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.130","/wiki/Frank_Hamann-bb-2","/wiki/Frank_Hamann","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.131","/wiki/Carola_Hartfelder-bb-2","/wiki/Carola_Hartfelder","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.132","/wiki/Klaus_H%C3%A4%C3%9Fler-bb-2","/wiki/Klaus_H%C3%A4%C3%9Fler","CDU","CDU",1994-10-11,1997-04-28,"bb",2
"BB.133","/wiki/Klaus_H%C3%A4%C3%9Fler-bb-2","/wiki/Klaus_H%C3%A4%C3%9Fler","fraktionslos","fraktionslos",1997-04-29,1999-09-28,"bb",2
"BB.134","/wiki/Dieter_Helm-bb-2","/wiki/Dieter_Helm","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.135","/wiki/Regine_Hildebrandt-bb-2","/wiki/Regine_Hildebrandt","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.136","/wiki/Dierk_Homeyer-bb-2","/wiki/Dierk_Homeyer","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.137","/wiki/Barbara_H%C3%BCbner-bb-2","/wiki/Barbara_H%C3%BCbner","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.138","/wiki/Klaus_John_(Politiker)-bb-2","/wiki/Klaus_John_(Politiker)","PDS","LINKE",1999-07-05,1999-09-28,"bb",2
"BB.139","/wiki/Werner_Kallenbach-bb-2","/wiki/Werner_Kallenbach","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.140","/wiki/Peter_Kikow-bb-2","/wiki/Peter_Kikow","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.141","/wiki/Thomas_Klein_(Politiker)-bb-2","/wiki/Thomas_Klein_(Politiker)","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.142","/wiki/Wolfgang_Klein_(Politiker)-bb-2","/wiki/Wolfgang_Klein_(Politiker)","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.143","/wiki/Lothar_Kliesch-bb-2","/wiki/Lothar_Kliesch","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.144","/wiki/Herbert_Knoblich-bb-2","/wiki/Herbert_Knoblich","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.145","/wiki/Heidemarie_Konzack-bb-2","/wiki/Heidemarie_Konzack","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.146","/wiki/Klaus-Dietrich_Kr%C3%BCger-bb-2","/wiki/Klaus-Dietrich_Kr%C3%BCger","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.147","/wiki/Klaus-Dieter_K%C3%BChbacher-bb-2","/wiki/Klaus-Dieter_K%C3%BChbacher","SPD","SPD",1994-10-11,1995-08-31,"bb",2
"BB.148","/wiki/Andreas_Kuhnert-bb-2","/wiki/Andreas_Kuhnert","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.149","/wiki/Gabriele_Lewandowski-bb-2","/wiki/Gabriele_Lewandowski","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.150","/wiki/Stefan_Ludwig-bb-2","/wiki/Stefan_Ludwig","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.151","/wiki/Thomas_Lunacek-bb-2","/wiki/Thomas_Lunacek","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.152","/wiki/Helmuth_Markov-bb-2","/wiki/Helmuth_Markov","PDS","LINKE",1994-10-11,1999-07-02,"bb",2
"BB.153","/wiki/Kerstin_Meier-bb-2","/wiki/Kerstin_Meier","PDS","LINKE",1999-01-08,1999-09-28,"bb",2
"BB.154","/wiki/J%C3%BCrgen_Mei%C3%9Fner_(Politiker)-bb-2","/wiki/J%C3%BCrgen_Mei%C3%9Fner_(Politiker)","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.155","/wiki/Hartmut_Meyer-bb-2","/wiki/Hartmut_Meyer","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.156","/wiki/Angela_M%C3%BCller-bb-2","/wiki/Angela_M%C3%BCller","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.157","/wiki/Heiko_M%C3%BCller_(Politiker)-bb-2","/wiki/Heiko_M%C3%BCller_(Politiker)","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.158","/wiki/Uta-Brigitte_M%C3%BCller-bb-2","/wiki/Uta-Brigitte_M%C3%BCller","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.159","/wiki/Peter_Muschalla-bb-2","/wiki/Peter_Muschalla","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.160","/wiki/Rainer_Neumann_(Politiker)-bb-2","/wiki/Rainer_Neumann_(Politiker)","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.161","/wiki/Heinz-Dieter_Nieschke-bb-2","/wiki/Heinz-Dieter_Nieschke","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.162","/wiki/Brigitte_Oltmanns-bb-2","/wiki/Brigitte_Oltmanns","SPD","SPD",1998-10-29,1999-09-28,"bb",2
"BB.163","/wiki/Kerstin_Osten-bb-2","/wiki/Kerstin_Osten","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.164","/wiki/Harald_Petzold-bb-2","/wiki/Harald_Petzold","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.165","/wiki/Manfred_Rademacher_(Politiker)-bb-2","/wiki/Manfred_Rademacher_(Politiker)","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.166","/wiki/Christel_Redepenning-bb-2","/wiki/Christel_Redepenning","SPD","SPD",1995-09-05,1999-09-28,"bb",2
"BB.167","/wiki/Steffen_Reiche-bb-2","/wiki/Steffen_Reiche","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.168","/wiki/G%C3%BCnter_Rentsch-bb-2","/wiki/G%C3%BCnter_Rentsch","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.169","/wiki/Heidrun_Schellschmidt-bb-2","/wiki/Heidrun_Schellschmidt","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.170","/wiki/Reinhilde_Schildhauer-Gaffrey-bb-2","/wiki/Reinhilde_Schildhauer-Gaffrey","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.171","/wiki/Werner-Siegwart_Schippel-bb-2","/wiki/Werner-Siegwart_Schippel","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.172","/wiki/Roswitha_Schlesinger-bb-2","/wiki/Roswitha_Schlesinger","PDS","LINKE",1999-07-05,1999-09-28,"bb",2
"BB.173","/wiki/Wilfried_Schrey-bb-2","/wiki/Wilfried_Schrey","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.174","/wiki/Monika_Schulz-H%C3%B6pfner-bb-2","/wiki/Monika_Schulz-H%C3%B6pfner","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.175","/wiki/Christoph_Schulze_(Politiker)-bb-2","/wiki/Christoph_Schulze_(Politiker)","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.176","/wiki/Michael_Schumann_(Politiker)-bb-2","/wiki/Michael_Schumann_(Politiker)","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.177","/wiki/Elke_Seidel-bb-2","/wiki/Elke_Seidel","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.178","/wiki/Ingrid_Siebke-bb-2","/wiki/Ingrid_Siebke","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.179","/wiki/Britta_Stark-bb-2","/wiki/Britta_Stark","SPD","SPD",1994-10-11,1999-09-28,"bb",2
"BB.180","/wiki/Gerlinde_Stobrawa-bb-2","/wiki/Gerlinde_Stobrawa","PDS","LINKE",1994-10-11,1999-09-28,"bb",2
"BB.181","/wiki/Joachim_St%C3%B6cker-bb-2","/wiki/Joachim_St%C3%B6cker","CDU","CDU",1994-10-11,1999-09-28,"bb",2
"BB.182","/wiki/Manfred_Stolpe-bb-2","/wiki/Manfred_Stolpe","SPD","SPD",1994-10-11,1999-09-28,"bb",2
