id,name.wikitag,ministry,ministry.clean,position,position.clean,cabinet,party,economy,environment,education,infrastructure,health,justice,agriculture,culture_leisure,technology,regional,family,migration,genderequality,social,international,interior,state_chancellery,start.date,end.date,landtag.state.abb,electoralperiod
/wiki/Hans_Zehetmair-by-13,/wiki/Hans_Zehetmair,"Unterricht, Kultus, Wissenschaft und Kunst",unterricht kultus wissenschaft kunst,Minister/in,Minister/in,Stoiber II,CSU,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1994-10-27,1998-10-05,by,13
/wiki/Hans_Zehetmair-by-13,/wiki/Hans_Zehetmair,Staatskanzlei,staatskanzlei,Stellvertretende/r Ministerpräsident/in,Stellvertretendes Regierungsoberhaupt,Stoiber II,CSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994-10-27,1998-10-05,by,13
/wiki/Georg_Freiherr_von_Waldenfels-by-13,/wiki/Georg_Freiherr_von_Waldenfels,Finanzen,finanzen,Minister/in,Minister/in,Stoiber II,CSU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994-10-27,1995-11-15,by,13
/wiki/Erwin_Huber-by-13,/wiki/Erwin_Huber,Finanzen,finanzen,Minister/in,Minister/in,Stoiber II,CSU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995-11-16,1998-10-05,by,13
/wiki/Otto_Wiesheu-by-13,/wiki/Otto_Wiesheu,Wirtschaft und Verkehr,wirtschaft verkehr,Minister/in,Minister/in,Stoiber II,CSU,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994-10-27,1998-10-05,by,13
/wiki/Reinhold_Bocklet-by-13,/wiki/Reinhold_Bocklet,"Ernährung, Landwirtschaft und Forsten",ernährung landwirtschaft forsten,Minister/in,Minister/in,Stoiber II,CSU,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994-10-27,1998-10-05,by,13
/wiki/Barbara_Stamm-by-13,/wiki/Barbara_Stamm,"Arbeit und Sozialordnung, Familie, Frauen und Gesundheit",arbeit sozialordnung familie frauen gesundheit,Minister/in,Minister/in,Stoiber II,CSU,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1994-10-27,1998-10-05,by,13
/wiki/Ursula_M%C3%A4nnle-by-13,/wiki/Ursula_M%C3%A4nnle,Bundes- und Europaangelegenheiten,bundes europaangelegenheiten,Minister/in,Minister/in,Stoiber II,SPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1994-10-27,1998-10-05,by,13
/wiki/Thomas_Goppel-by-13,/wiki/Thomas_Goppel,Landesentwicklung und Umweltfragen,landesentwicklung umweltfragen,Minister/in,Minister/in,Stoiber II,CSU,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994-10-27,1998-10-05,by,13
/wiki/Edmund_Stoiber-by-14,/wiki/Edmund_Stoiber,Staatskanzlei,staatskanzlei,Ministerpräsident/in,Regierungsoberhaupt,Stoiber III,CSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998-10-06,2003-10-13,by,14
