"","id","name.wikitag","fraction","fraction.id","position","position.clean","start.date","end.date","landtag.state.abb","electoralperiod"
"BE.58","/wiki/Roland_Gewalt-be-14","/wiki/Roland_Gewalt","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",14
"BE.59","/wiki/Uwe_Goetze-be-14","/wiki/Uwe_Goetze","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",14
"BE.60","/wiki/Alexander_Kaczmarek-be-14","/wiki/Alexander_Kaczmarek","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",14
"BE.61","/wiki/Klaus_Wowereit-be-14","/wiki/Klaus_Wowereit","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",14
"BE.62","/wiki/Hermann_Borghorst-be-14","/wiki/Hermann_Borghorst","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",14
"BE.63","/wiki/Kirsten_Flesch-be-14","/wiki/Kirsten_Flesch","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",14
"BE.64","/wiki/Christian_Gaebler-be-14","/wiki/Christian_Gaebler","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",14
"BE.65","/wiki/Irana_Rusta-be-14","/wiki/Irana_Rusta","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",14
"BE.66","/wiki/Petra_Merkel-be-14","/wiki/Petra_Merkel","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",14
"BE.67","/wiki/Carola_Bluhm-be-14","/wiki/Carola_Bluhm","PDS","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",14
"BE.68","/wiki/Harald_Wolf-be-14","/wiki/Harald_Wolf","PDS","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",14
"BE.69","/wiki/Uwe_Doering_(Politiker,_1953)-be-14","/wiki/Uwe_Doering_(Politiker,_1953)","PDS","LINKE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",14
"BE.70","/wiki/Renate_K%C3%BCnast-be-14","/wiki/Renate_K%C3%BCnast","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",14
"BE.71","/wiki/Wolfgang_Wieland-be-14","/wiki/Wolfgang_Wieland","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",14
"BE.72","/wiki/Jeannette_Martins-be-14","/wiki/Jeannette_Martins","GRÜNE","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",14
"BE.73","/wiki/Lisa_Paus-be-14","/wiki/Lisa_Paus","GRÜNE","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",14
"BE.74","/wiki/Burkhard_M%C3%BCller-Schoenau-be-14","/wiki/Burkhard_M%C3%BCller-Schoenau","GRÜNE","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",14
"BE.75","/wiki/Michael_M%C3%BCller_(Politiker,_1964)-be-15","/wiki/Michael_M%C3%BCller_(Politiker,_1964)","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",15
"BE.76","/wiki/Hella_Dunger-L%C3%B6per-be-15","/wiki/Hella_Dunger-L%C3%B6per","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.77","/wiki/Karlheinz_Nolte-be-15","/wiki/Karlheinz_Nolte","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.78","/wiki/Karin_Seidel-Kalmutzki-be-15","/wiki/Karin_Seidel-Kalmutzki","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.79","/wiki/Iris_Spranger-be-15","/wiki/Iris_Spranger","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.80","/wiki/Christian_Gaebler-be-15","/wiki/Christian_Gaebler","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",15
"BE.81","/wiki/Nicolas_Zimmer-be-15","/wiki/Nicolas_Zimmer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",15
"BE.82","/wiki/Mario_Czaja-be-15","/wiki/Mario_Czaja","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.83","/wiki/Monika_Gr%C3%BCtters-be-15","/wiki/Monika_Gr%C3%BCtters","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.84","/wiki/Annelies_Herrmann-be-15","/wiki/Annelies_Herrmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.85","/wiki/Gregor_Hoffmann-be-15","/wiki/Gregor_Hoffmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.86","/wiki/Kai_Wegner-be-15","/wiki/Kai_Wegner","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.87","/wiki/Uwe_Goetze-be-15","/wiki/Uwe_Goetze","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",15
"BE.88","/wiki/Frank_Henkel-be-15","/wiki/Frank_Henkel","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",15
"BE.89","/wiki/Stefan_Liebich-be-15","/wiki/Stefan_Liebich","PDS","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",15
"BE.90","/wiki/Carola_Freundl-be-15","/wiki/Carola_Freundl","PDS","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.91","/wiki/Marion_Seelig-be-15","/wiki/Marion_Seelig","PDS","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.92","/wiki/Uwe_Doering_(Politiker,_1953)-be-15","/wiki/Uwe_Doering_(Politiker,_1953)","PDS","LINKE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",15
"BE.93","/wiki/Sibyll-Anka_Klotz-be-15","/wiki/Sibyll-Anka_Klotz","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",15
"BE.94","/wiki/Volker_Ratzmann-be-15","/wiki/Volker_Ratzmann","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",15
"BE.95","/wiki/Elisabeth_Paus-be-15","/wiki/Elisabeth_Paus","GRÜNE","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.96","/wiki/Oliver_Schruoffeneger-be-15","/wiki/Oliver_Schruoffeneger","GRÜNE","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.97","/wiki/Martin_Lindner-be-15","/wiki/Martin_Lindner","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",15
"BE.98","/wiki/Rainer-Michael_Lehmann-be-15","/wiki/Rainer-Michael_Lehmann","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.99","/wiki/Alexander_Ritzmann-be-15","/wiki/Alexander_Ritzmann","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",15
"BE.100","/wiki/Michael_M%C3%BCller_(Politiker,_1964)-be-16","/wiki/Michael_M%C3%BCller_(Politiker,_1964)","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",16
"BE.101","/wiki/Fritz_Felgentreu-be-16","/wiki/Fritz_Felgentreu","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.102","/wiki/Anja_Hertel-be-16","/wiki/Anja_Hertel","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.103","/wiki/Dilek_Kalayci-be-16","/wiki/Dilek_Kalayci","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.104","/wiki/Jutta_Leder-be-16","/wiki/Jutta_Leder","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.105","/wiki/Christian_Gaebler-be-16","/wiki/Christian_Gaebler","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",16
"BE.106","/wiki/Frank_Henkel-be-16","/wiki/Frank_Henkel","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",16
"BE.107","/wiki/Michael_Braun_(Politiker)-be-16","/wiki/Michael_Braun_(Politiker)","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.108","/wiki/Mario_Czaja-be-16","/wiki/Mario_Czaja","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.109","/wiki/Andreas_Gram-be-16","/wiki/Andreas_Gram","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.110","/wiki/Cornelia_Seibeld-be-16","/wiki/Cornelia_Seibeld","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.111","/wiki/Uwe_Goetze-be-16","/wiki/Uwe_Goetze","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",16
"BE.112","/wiki/Florian_Graf_(Politiker,_1973)-be-16","/wiki/Florian_Graf_(Politiker,_1973)","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",16
"BE.113","/wiki/Ramona_Pop-be-16","/wiki/Ramona_Pop","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",16
"BE.114","/wiki/Volker_Ratzmann-be-16","/wiki/Volker_Ratzmann","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",16
"BE.115","/wiki/Felicitas_Kubala-be-16","/wiki/Felicitas_Kubala","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.116","/wiki/Michael_Sch%C3%A4fer_(Politiker,_1972)-be-16","/wiki/Michael_Sch%C3%A4fer_(Politiker,_1972)","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.117","/wiki/Anja_Schillhaneck-be-16","/wiki/Anja_Schillhaneck","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.118","/wiki/Udo_Wolf-be-16","/wiki/Udo_Wolf","Die Linke","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",16
"BE.119","/wiki/Jutta_Matuschek-be-16","/wiki/Jutta_Matuschek","Die Linke","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.120","/wiki/Martina_Michels-be-16","/wiki/Martina_Michels","Die Linke","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.121","/wiki/Marion_Seelig-be-16","/wiki/Marion_Seelig","Die Linke","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.122","/wiki/Uwe_Doering_(Politiker,_1953)-be-16","/wiki/Uwe_Doering_(Politiker,_1953)","Die Linke","LINKE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",16
"BE.123","/wiki/Christoph_Meyer_(Politiker)-be-16","/wiki/Christoph_Meyer_(Politiker)","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"be",16
"BE.124","/wiki/Sebastian_Czaja-be-16","/wiki/Sebastian_Czaja","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.125","/wiki/Bj%C3%B6rn_Jotzo-be-16","/wiki/Bj%C3%B6rn_Jotzo","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.126","/wiki/Bj%C3%B6rn_Jotzo-be-16","/wiki/Bj%C3%B6rn_Jotzo","FDP","FDP","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",NA,NA,"be",16
"BE.127","/wiki/Klaus-Peter_von_L%C3%BCdeke-be-16","/wiki/Klaus-Peter_von_L%C3%BCdeke","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"be",16
"BE.128","/wiki/Michael_M%C3%BCller_(Politiker,_1964)-be-17","/wiki/Michael_M%C3%BCller_(Politiker,_1964)","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2011-10-27,2011-11-30,"be",17
"BE.129","/wiki/Raed_Saleh-be-17","/wiki/Raed_Saleh","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2011-12-01,2016-10-26,"be",17
"BE.130","/wiki/Frank_Henkel-be-17","/wiki/Frank_Henkel","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2011-10-27,2011-11-30,"be",17
"BE.131","/wiki/Florian_Graf_(Politiker,_1973)-be-17","/wiki/Florian_Graf_(Politiker,_1973)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2011-12-01,2016-10-26,"be",17
"BE.132","/wiki/Ramona_Pop-be-17","/wiki/Ramona_Pop","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2011-10-27,2016-10-26,"be",17
"BE.133","/wiki/Antje_Kapek-be-17","/wiki/Antje_Kapek","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2011-10-27,2016-10-26,"be",17
"BE.134","/wiki/Udo_Wolf-be-17","/wiki/Udo_Wolf","DIE LINKE","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2011-10-27,2016-10-26,"be",17
"BE.135","/wiki/Andreas_Baum_(Politiker)-be-17","/wiki/Andreas_Baum_(Politiker)","PIRATEN","PIRATEN","Fraktionsvorsitz","Fraktionsvorsitz",2011-10-27,2013-06-11,"be",17
"BE.136","/wiki/Christopher_Lauer-be-17","/wiki/Christopher_Lauer","PIRATEN","PIRATEN","Fraktionsvorsitz","Fraktionsvorsitz",2012-06-22,2013-06-11,"be",17
"BE.137","/wiki/Alexander_Spies-be-17","/wiki/Alexander_Spies","PIRATEN","PIRATEN","Fraktionsvorsitz","Fraktionsvorsitz",2013-06-12,2016-10-26,"be",17
"BE.138","/wiki/Oliver_H%C3%B6finghoff-be-17","/wiki/Oliver_H%C3%B6finghoff","PIRATEN","PIRATEN","Fraktionsvorsitz","Fraktionsvorsitz",2013-06-12,2014-05-20,"be",17
"BE.139","/wiki/Martin_Delius-be-17","/wiki/Martin_Delius","PIRATEN","PIRATEN","Fraktionsvorsitz","Fraktionsvorsitz",2014-05-21,2016-10-26,"be",17
"BE.140","/wiki/Raed_Saleh-be-18","/wiki/Raed_Saleh","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.141","/wiki/Susanne_Kitschun-be-18","/wiki/Susanne_Kitschun","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.142","/wiki/Andreas_Kugler-be-18","/wiki/Andreas_Kugler","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.143","/wiki/%C3%9Clker_Radziwill-be-18","/wiki/%C3%9Clker_Radziwill","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.144","/wiki/J%C3%B6rg_Stroedter-be-18","/wiki/J%C3%B6rg_Stroedter","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.145","/wiki/Clara_West-be-18","/wiki/Clara_West","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.146","/wiki/Torsten_Schneider-be-18","/wiki/Torsten_Schneider","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2016-10-27,2021-11-03,"be",18
"BE.147","/wiki/Burkard_Dregger-be-18","/wiki/Burkard_Dregger","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.148","/wiki/Mario_Czaja-be-18","/wiki/Mario_Czaja","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.149","/wiki/Robbin_Juhnke-be-18","/wiki/Robbin_Juhnke","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.150","/wiki/Sven_Rissmann-be-18","/wiki/Sven_Rissmann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.151","/wiki/Cornelia_Seibeld-be-18","/wiki/Cornelia_Seibeld","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.152","/wiki/Stephan_Standfu%C3%9F-be-18","/wiki/Stephan_Standfu%C3%9F","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.153","/wiki/Tim_Zeelen-be-18","/wiki/Tim_Zeelen","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.154","/wiki/Stefan_Evers-be-18","/wiki/Stefan_Evers","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2016-10-27,2021-11-03,"be",18
"BE.155","/wiki/Danny_Freymark-be-18","/wiki/Danny_Freymark","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2016-10-27,2021-11-03,"be",18
"BE.156","/wiki/Heiko_Melzer-be-18","/wiki/Heiko_Melzer","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2016-10-27,2021-11-03,"be",18
"BE.157","/wiki/Carola_Bluhm-be-18","/wiki/Carola_Bluhm","LINKE","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2016-10-27,2020-06-02,"be",18
"BE.158","/wiki/Udo_Wolf-be-18","/wiki/Udo_Wolf","LINKE","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2016-10-27,2020-06-02,"be",18
"BE.159","/wiki/Anne_Helm-be-18","/wiki/Anne_Helm","LINKE","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2020-06-03,2021-11-03,"be",18
"BE.160","/wiki/Carsten_Schatz-be-18","/wiki/Carsten_Schatz","LINKE","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",2020-06-03,2021-11-03,"be",18
"BE.161","/wiki/Hendrikje_Klein-be-18","/wiki/Hendrikje_Klein","LINKE","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.162","/wiki/Katrin_Lompscher-be-18","/wiki/Katrin_Lompscher","LINKE","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.163","/wiki/Steffen_Zillich-be-18","/wiki/Steffen_Zillich","LINKE","LINKE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2016-10-27,2021-11-03,"be",18
"BE.164","/wiki/Silke_Gebel-be-18","/wiki/Silke_Gebel","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2016-12-13,2021-11-03,"be",18
"BE.165","/wiki/Antje_Kapek-be-18","/wiki/Antje_Kapek","GRÜNE","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2016-12-13,2021-11-03,"be",18
"BE.166","/wiki/Stefan_Gelbhaar-be-18","/wiki/Stefan_Gelbhaar","GRÜNE","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.167","/wiki/Anja_Kofbinger-be-18","/wiki/Anja_Kofbinger","GRÜNE","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.168","/wiki/Sebastian_Walter_(Politiker,_1979)-be-18","/wiki/Sebastian_Walter_(Politiker,_1979)","GRÜNE","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.169","/wiki/Daniel_Wesener-be-18","/wiki/Daniel_Wesener","GRÜNE","GRÜNE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2016-10-27,2021-11-03,"be",18
"BE.170","/wiki/Georg_Pazderski-be-18","/wiki/Georg_Pazderski","AfD","AfD","Fraktionsvorsitz","Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.171","/wiki/Kristin_Brinker-be-18","/wiki/Kristin_Brinker","AfD","AfD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.172","/wiki/Ronald_Gl%C3%A4ser-be-18","/wiki/Ronald_Gl%C3%A4ser","AfD","AfD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.173","/wiki/Karsten_Woldeit-be-18","/wiki/Karsten_Woldeit","AfD","AfD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.174","/wiki/Frank-Christian_Hansel-be-18","/wiki/Frank-Christian_Hansel","AfD","AfD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2016-10-27,2021-11-03,"be",18
"BE.175","/wiki/Sebastian_Czaja-be-18","/wiki/Sebastian_Czaja","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.176","/wiki/Holger_Krestel-be-18","/wiki/Holger_Krestel","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BE.177","/wiki/Sibylle_Meister-be-18","/wiki/Sibylle_Meister","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2016-10-27,2021-11-03,"be",18
"BW.1","/wiki/G%C3%BCnther_Oettinger-bw-10","/wiki/G%C3%BCnther_Oettinger","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"bw",10
"BW.2","/wiki/Heinrich_Haasis-bw-10","/wiki/Heinrich_Haasis","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.3","/wiki/Rolf_Kurz_(Politiker)-bw-10","/wiki/Rolf_Kurz_(Politiker)","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.4","/wiki/Michael_Sieber-bw-10","/wiki/Michael_Sieber","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.5","/wiki/Peter_Straub_(Politiker)-bw-10","/wiki/Peter_Straub_(Politiker)","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.6","/wiki/Dieter_Sp%C3%B6ri-bw-10","/wiki/Dieter_Sp%C3%B6ri","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"bw",10
"BW.7","/wiki/Frieder_Birzele-bw-10","/wiki/Frieder_Birzele","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.8","/wiki/Ulrich_Maurer_(Politiker)-bw-10","/wiki/Ulrich_Maurer_(Politiker)","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.9","/wiki/Peter_Reinelt-bw-10","/wiki/Peter_Reinelt","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.10","/wiki/Werner_Weinmann-bw-10","/wiki/Werner_Weinmann","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.11","/wiki/Brigitte_Wimmer-bw-10","/wiki/Brigitte_Wimmer","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.12","/wiki/Hans_Dieter_K%C3%B6der-bw-10","/wiki/Hans_Dieter_K%C3%B6der","SPD","SPD","Parlamentarische/r Geschäftsführer/in","Parlamentarische Geschäftsführung",NA,NA,"bw",10
"BW.13","/wiki/Rezzo_Schlauch-bw-10","/wiki/Rezzo_Schlauch","GRÜNE","GRÜNE","Sprecher/in","Fraktionsvorsitz",NA,NA,"bw",10
"BW.14","/wiki/Rosemarie_Glaser-bw-10","/wiki/Rosemarie_Glaser","GRÜNE","GRÜNE","Stellvertretende/r Sprecher/in","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.15","/wiki/Winfried_Kretschmann-bw-10","/wiki/Winfried_Kretschmann","GRÜNE","GRÜNE","Stellvertretende/r Sprecher/in","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
"BW.16","/wiki/Walter_D%C3%B6ring-bw-10","/wiki/Walter_D%C3%B6ring","FDP/DVP","LINKE","Fraktionsvorsitz","Fraktionsvorsitz",NA,NA,"bw",10
"BW.17","/wiki/Hans_Albrecht_(Politiker,_1923)-bw-10","/wiki/Hans_Albrecht_(Politiker,_1923)","FDP/DVP","LINKE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",NA,NA,"bw",10
